buying_price,maintenance_price,number_doors,capacity,luggage_boot_size,safety_level,class
medium,low,four,two,small,low,unacceptable
medium,low,four,two,small,medium,unacceptable
medium,low,four,two,small,high,unacceptable
medium,low,four,two,medium,low,unacceptable
medium,low,four,two,medium,medium,unacceptable
medium,low,four,two,medium,high,unacceptable
medium,low,four,two,large,low,unacceptable
medium,low,four,two,large,medium,unacceptable
medium,low,four,two,large,high,unacceptable
medium,low,four,four,small,low,unacceptable
medium,low,four,four,small,medium,acceptable
medium,low,four,four,small,high,good
medium,low,four,four,medium,low,unacceptable
medium,low,four,four,medium,medium,good
medium,low,four,four,medium,high,very_good
medium,low,four,four,large,low,unacceptable
medium,low,four,four,large,medium,good
medium,low,four,four,large,high,very_good
medium,low,four,5_or_more,small,low,unacceptable
medium,low,four,5_or_more,small,medium,acceptable
medium,low,four,5_or_more,small,high,good
medium,low,four,5_or_more,medium,low,unacceptable
medium,low,four,5_or_more,medium,medium,good
medium,low,four,5_or_more,medium,high,very_good
medium,low,four,5_or_more,large,low,unacceptable
medium,low,four,5_or_more,large,medium,good
medium,low,four,5_or_more,large,high,very_good
medium,low,5_or_more,two,small,low,unacceptable
medium,low,5_or_more,two,small,medium,unacceptable
medium,low,5_or_more,two,small,high,unacceptable
medium,low,5_or_more,two,medium,low,unacceptable
medium,low,5_or_more,two,medium,medium,unacceptable
medium,low,5_or_more,two,medium,high,unacceptable
medium,low,5_or_more,two,large,low,unacceptable
medium,low,5_or_more,two,large,medium,unacceptable
medium,low,5_or_more,two,large,high,unacceptable
medium,low,5_or_more,four,small,low,unacceptable
medium,low,5_or_more,four,small,medium,acceptable
medium,low,5_or_more,four,small,high,good
medium,low,5_or_more,four,medium,low,unacceptable
medium,low,5_or_more,four,medium,medium,good
medium,low,5_or_more,four,medium,high,very_good
medium,low,5_or_more,four,large,low,unacceptable
medium,low,5_or_more,four,large,medium,good
medium,low,5_or_more,four,large,high,very_good
medium,low,5_or_more,5_or_more,small,low,unacceptable
medium,low,5_or_more,5_or_more,small,medium,acceptable
medium,low,5_or_more,5_or_more,small,high,good
medium,low,5_or_more,5_or_more,medium,low,unacceptable
medium,low,5_or_more,5_or_more,medium,medium,good
medium,low,5_or_more,5_or_more,medium,high,very_good
medium,low,5_or_more,5_or_more,large,low,unacceptable
medium,low,5_or_more,5_or_more,large,medium,good
medium,low,5_or_more,5_or_more,large,high,very_good
low,very_high,two,two,small,low,unacceptable
low,very_high,two,two,small,medium,unacceptable
low,very_high,two,two,small,high,unacceptable
low,very_high,two,two,medium,low,unacceptable
low,very_high,two,two,medium,medium,unacceptable
low,very_high,two,two,medium,high,unacceptable
low,very_high,two,two,large,low,unacceptable
low,very_high,two,two,large,medium,unacceptable
low,very_high,two,two,large,high,unacceptable
low,very_high,two,four,small,low,unacceptable
low,very_high,two,four,small,medium,unacceptable
low,very_high,two,four,small,high,acceptable
low,very_high,two,four,medium,low,unacceptable
low,very_high,two,four,medium,medium,unacceptable
low,very_high,two,four,medium,high,acceptable
low,very_high,two,four,large,low,unacceptable
low,very_high,two,four,large,medium,acceptable
low,very_high,two,four,large,high,acceptable
low,very_high,two,5_or_more,small,low,unacceptable
low,very_high,two,5_or_more,small,medium,unacceptable
low,very_high,two,5_or_more,small,high,unacceptable
low,very_high,two,5_or_more,medium,low,unacceptable
low,very_high,two,5_or_more,medium,medium,unacceptable
low,very_high,two,5_or_more,medium,high,acceptable
low,very_high,two,5_or_more,large,low,unacceptable
low,very_high,two,5_or_more,large,medium,acceptable
low,very_high,two,5_or_more,large,high,acceptable
low,very_high,three,two,small,low,unacceptable
low,very_high,three,two,small,medium,unacceptable
low,very_high,three,two,small,high,unacceptable
low,very_high,three,two,medium,low,unacceptable
low,very_high,three,two,medium,medium,unacceptable
low,very_high,three,two,medium,high,unacceptable
low,very_high,three,two,large,low,unacceptable
low,very_high,three,two,large,medium,unacceptable
low,very_high,three,two,large,high,unacceptable
low,very_high,three,four,small,low,unacceptable
low,very_high,three,four,small,medium,unacceptable
low,very_high,three,four,small,high,acceptable
low,very_high,three,four,medium,low,unacceptable
low,very_high,three,four,medium,medium,unacceptable
low,very_high,three,four,medium,high,acceptable
low,very_high,three,four,large,low,unacceptable
low,very_high,three,four,large,medium,acceptable
low,very_high,three,four,large,high,acceptable
low,very_high,three,5_or_more,small,low,unacceptable
low,very_high,three,5_or_more,small,medium,unacceptable
low,very_high,three,5_or_more,small,high,acceptable
low,very_high,three,5_or_more,medium,low,unacceptable
low,very_high,three,5_or_more,medium,medium,acceptable
low,very_high,three,5_or_more,medium,high,acceptable
low,very_high,three,5_or_more,large,low,unacceptable
low,very_high,three,5_or_more,large,medium,acceptable
low,very_high,three,5_or_more,large,high,acceptable
low,very_high,four,two,small,low,unacceptable
low,very_high,four,two,small,medium,unacceptable
low,very_high,four,two,small,high,unacceptable
low,very_high,four,two,medium,low,unacceptable
low,very_high,four,two,medium,medium,unacceptable
low,very_high,four,two,medium,high,unacceptable
low,very_high,four,two,large,low,unacceptable
low,very_high,four,two,large,medium,unacceptable
low,very_high,four,two,large,high,unacceptable
low,very_high,four,four,small,low,unacceptable
low,very_high,four,four,small,medium,unacceptable
low,very_high,four,four,small,high,acceptable
low,very_high,four,four,medium,low,unacceptable
low,very_high,four,four,medium,medium,acceptable
low,very_high,four,four,medium,high,acceptable
low,very_high,four,four,large,low,unacceptable
low,very_high,four,four,large,medium,acceptable
low,very_high,four,four,large,high,acceptable
low,very_high,four,5_or_more,small,low,unacceptable
low,very_high,four,5_or_more,small,medium,unacceptable
low,very_high,four,5_or_more,small,high,acceptable
low,very_high,four,5_or_more,medium,low,unacceptable
low,very_high,four,5_or_more,medium,medium,acceptable
low,very_high,four,5_or_more,medium,high,acceptable
low,very_high,four,5_or_more,large,low,unacceptable
low,very_high,four,5_or_more,large,medium,acceptable
low,very_high,four,5_or_more,large,high,acceptable
low,very_high,5_or_more,two,small,low,unacceptable
low,very_high,5_or_more,two,small,medium,unacceptable
low,very_high,5_or_more,two,small,high,unacceptable
low,very_high,5_or_more,two,medium,low,unacceptable
low,very_high,5_or_more,two,medium,medium,unacceptable
low,very_high,5_or_more,two,medium,high,unacceptable
low,very_high,5_or_more,two,large,low,unacceptable
low,very_high,5_or_more,two,large,medium,unacceptable
low,very_high,5_or_more,two,large,high,unacceptable
low,very_high,5_or_more,four,small,low,unacceptable
low,very_high,5_or_more,four,small,medium,unacceptable
low,very_high,5_or_more,four,small,high,acceptable
low,very_high,5_or_more,four,medium,low,unacceptable
low,very_high,5_or_more,four,medium,medium,acceptable
low,very_high,5_or_more,four,medium,high,acceptable
low,very_high,5_or_more,four,large,low,unacceptable
low,very_high,5_or_more,four,large,medium,acceptable
low,very_high,5_or_more,four,large,high,acceptable
low,very_high,5_or_more,5_or_more,small,low,unacceptable
low,very_high,5_or_more,5_or_more,small,medium,unacceptable
low,very_high,5_or_more,5_or_more,small,high,acceptable
low,very_high,5_or_more,5_or_more,medium,low,unacceptable
low,very_high,5_or_more,5_or_more,medium,medium,acceptable
low,very_high,5_or_more,5_or_more,medium,high,acceptable
low,very_high,5_or_more,5_or_more,large,low,unacceptable
low,very_high,5_or_more,5_or_more,large,medium,acceptable
low,very_high,5_or_more,5_or_more,large,high,acceptable
low,high,two,two,small,low,unacceptable
low,high,two,two,small,medium,unacceptable
low,high,two,two,small,high,unacceptable
low,high,two,two,medium,low,unacceptable
low,high,two,two,medium,medium,unacceptable
low,high,two,two,medium,high,unacceptable
low,high,two,two,large,low,unacceptable
low,high,two,two,large,medium,unacceptable
low,high,two,two,large,high,unacceptable
low,high,two,four,small,low,unacceptable
low,high,two,four,small,medium,acceptable
low,high,two,four,small,high,acceptable
low,high,two,four,medium,low,unacceptable
low,high,two,four,medium,medium,acceptable
low,high,two,four,medium,high,acceptable
low,high,two,four,large,low,unacceptable
low,high,two,four,large,medium,acceptable
low,high,two,four,large,high,very_good
low,high,two,5_or_more,small,low,unacceptable
low,high,two,5_or_more,small,medium,unacceptable
low,high,two,5_or_more,small,high,unacceptable
low,high,two,5_or_more,medium,low,unacceptable
low,high,two,5_or_more,medium,medium,acceptable
low,high,two,5_or_more,medium,high,acceptable
low,high,two,5_or_more,large,low,unacceptable
low,high,two,5_or_more,large,medium,acceptable
low,high,two,5_or_more,large,high,very_good
low,high,three,two,small,low,unacceptable
low,high,three,two,small,medium,unacceptable
low,high,three,two,small,high,unacceptable
low,high,three,two,medium,low,unacceptable
low,high,three,two,medium,medium,unacceptable
low,high,three,two,medium,high,unacceptable
low,high,three,two,large,low,unacceptable
low,high,three,two,large,medium,unacceptable
low,high,three,two,large,high,unacceptable
low,high,three,four,small,low,unacceptable
low,high,three,four,small,medium,acceptable
low,high,three,four,small,high,acceptable
low,high,three,four,medium,low,unacceptable
low,high,three,four,medium,medium,acceptable
low,high,three,four,medium,high,acceptable
low,high,three,four,large,low,unacceptable
low,high,three,four,large,medium,acceptable
low,high,three,four,large,high,very_good
low,high,three,5_or_more,small,low,unacceptable
low,high,three,5_or_more,small,medium,acceptable
low,high,three,5_or_more,small,high,acceptable
low,high,three,5_or_more,medium,low,unacceptable
low,high,three,5_or_more,medium,medium,acceptable
low,high,three,5_or_more,medium,high,very_good
low,high,three,5_or_more,large,low,unacceptable
low,high,three,5_or_more,large,medium,acceptable
low,high,three,5_or_more,large,high,very_good
low,high,four,two,small,low,unacceptable
low,high,four,two,small,medium,unacceptable
low,high,four,two,small,high,unacceptable
low,high,four,two,medium,low,unacceptable
low,high,four,two,medium,medium,unacceptable
low,high,four,two,medium,high,unacceptable
low,high,four,two,large,low,unacceptable
low,high,four,two,large,medium,unacceptable
low,high,four,two,large,high,unacceptable
low,high,four,four,small,low,unacceptable
low,high,four,four,small,medium,acceptable
low,high,four,four,small,high,acceptable
low,high,four,four,medium,low,unacceptable
low,high,four,four,medium,medium,acceptable
low,high,four,four,medium,high,very_good
low,high,four,four,large,low,unacceptable
low,high,four,four,large,medium,acceptable
low,high,four,four,large,high,very_good
low,high,four,5_or_more,small,low,unacceptable
low,high,four,5_or_more,small,medium,acceptable
low,high,four,5_or_more,small,high,acceptable
low,high,four,5_or_more,medium,low,unacceptable
low,high,four,5_or_more,medium,medium,acceptable
low,high,four,5_or_more,medium,high,very_good
low,high,four,5_or_more,large,low,unacceptable
low,high,four,5_or_more,large,medium,acceptable
low,high,four,5_or_more,large,high,very_good
low,high,5_or_more,two,small,low,unacceptable
low,high,5_or_more,two,small,medium,unacceptable
low,high,5_or_more,two,small,high,unacceptable
low,high,5_or_more,two,medium,low,unacceptable
low,high,5_or_more,two,medium,medium,unacceptable
low,high,5_or_more,two,medium,high,unacceptable
low,high,5_or_more,two,large,low,unacceptable
low,high,5_or_more,two,large,medium,unacceptable
low,high,5_or_more,two,large,high,unacceptable
low,high,5_or_more,four,small,low,unacceptable
low,high,5_or_more,four,small,medium,acceptable
low,high,5_or_more,four,small,high,acceptable
low,high,5_or_more,four,medium,low,unacceptable
low,high,5_or_more,four,medium,medium,acceptable
low,high,5_or_more,four,medium,high,very_good
low,high,5_or_more,four,large,low,unacceptable
low,high,5_or_more,four,large,medium,acceptable
low,high,5_or_more,four,large,high,very_good
low,high,5_or_more,5_or_more,small,low,unacceptable
low,high,5_or_more,5_or_more,small,medium,acceptable
low,high,5_or_more,5_or_more,small,high,acceptable
low,high,5_or_more,5_or_more,medium,low,unacceptable
low,high,5_or_more,5_or_more,medium,medium,acceptable
low,high,5_or_more,5_or_more,medium,high,very_good
low,high,5_or_more,5_or_more,large,low,unacceptable
low,high,5_or_more,5_or_more,large,medium,acceptable
low,high,5_or_more,5_or_more,large,high,very_good
low,medium,two,two,small,low,unacceptable
low,medium,two,two,small,medium,unacceptable
low,medium,two,two,small,high,unacceptable
low,medium,two,two,medium,low,unacceptable
low,medium,two,two,medium,medium,unacceptable
low,medium,two,two,medium,high,unacceptable
low,medium,two,two,large,low,unacceptable
low,medium,two,two,large,medium,unacceptable
low,medium,two,two,large,high,unacceptable
low,medium,two,four,small,low,unacceptable
low,medium,two,four,small,medium,acceptable
low,medium,two,four,small,high,good
low,medium,two,four,medium,low,unacceptable
low,medium,two,four,medium,medium,acceptable
low,medium,two,four,medium,high,good
low,medium,two,four,large,low,unacceptable
low,medium,two,four,large,medium,good
low,medium,two,four,large,high,very_good
low,medium,two,5_or_more,small,low,unacceptable
low,medium,two,5_or_more,small,medium,unacceptable
low,medium,two,5_or_more,small,high,unacceptable
low,medium,two,5_or_more,medium,low,unacceptable
low,medium,two,5_or_more,medium,medium,acceptable
low,medium,two,5_or_more,medium,high,good
low,medium,two,5_or_more,large,low,unacceptable
low,medium,two,5_or_more,large,medium,good
low,medium,two,5_or_more,large,high,very_good
low,medium,three,two,small,low,unacceptable
low,medium,three,two,small,medium,unacceptable
low,medium,three,two,small,high,unacceptable
low,medium,three,two,medium,low,unacceptable
low,medium,three,two,medium,medium,unacceptable
low,medium,three,two,medium,high,unacceptable
low,medium,three,two,large,low,unacceptable
low,medium,three,two,large,medium,unacceptable
low,medium,three,two,large,high,unacceptable
low,medium,three,four,small,low,unacceptable
low,medium,three,four,small,medium,acceptable
low,medium,three,four,small,high,good
low,medium,three,four,medium,low,unacceptable
low,medium,three,four,medium,medium,acceptable
low,medium,three,four,medium,high,good
low,medium,three,four,large,low,unacceptable
low,medium,three,four,large,medium,good
low,medium,three,four,large,high,very_good
low,medium,three,5_or_more,small,low,unacceptable
low,medium,three,5_or_more,small,medium,acceptable
low,medium,three,5_or_more,small,high,good
low,medium,three,5_or_more,medium,low,unacceptable
low,medium,three,5_or_more,medium,medium,good
low,medium,three,5_or_more,medium,high,very_good
low,medium,three,5_or_more,large,low,unacceptable
low,medium,three,5_or_more,large,medium,good
low,medium,three,5_or_more,large,high,very_good
low,medium,four,two,small,low,unacceptable
low,medium,four,two,small,medium,unacceptable
low,medium,four,two,small,high,unacceptable
low,medium,four,two,medium,low,unacceptable
low,medium,four,two,medium,medium,unacceptable
low,medium,four,two,medium,high,unacceptable
low,medium,four,two,large,low,unacceptable
low,medium,four,two,large,medium,unacceptable
low,medium,four,two,large,high,unacceptable
low,medium,four,four,small,low,unacceptable
low,medium,four,four,small,medium,acceptable
low,medium,four,four,small,high,good
low,medium,four,four,medium,low,unacceptable
low,medium,four,four,medium,medium,good
low,medium,four,four,medium,high,very_good
low,medium,four,four,large,low,unacceptable
low,medium,four,four,large,medium,good
low,medium,four,four,large,high,very_good
low,medium,four,5_or_more,small,low,unacceptable
low,medium,four,5_or_more,small,medium,acceptable
low,medium,four,5_or_more,small,high,good
low,medium,four,5_or_more,medium,low,unacceptable
low,medium,four,5_or_more,medium,medium,good
low,medium,four,5_or_more,medium,high,very_good
low,medium,four,5_or_more,large,low,unacceptable
low,medium,four,5_or_more,large,medium,good
low,medium,four,5_or_more,large,high,very_good
low,medium,5_or_more,two,small,low,unacceptable
low,medium,5_or_more,two,small,medium,unacceptable
low,medium,5_or_more,two,small,high,unacceptable
low,medium,5_or_more,two,medium,low,unacceptable
low,medium,5_or_more,two,medium,medium,unacceptable
low,medium,5_or_more,two,medium,high,unacceptable
low,medium,5_or_more,two,large,low,unacceptable
low,medium,5_or_more,two,large,medium,unacceptable
low,medium,5_or_more,two,large,high,unacceptable
low,medium,5_or_more,four,small,low,unacceptable
low,medium,5_or_more,four,small,medium,acceptable
low,medium,5_or_more,four,small,high,good
low,medium,5_or_more,four,medium,low,unacceptable
low,medium,5_or_more,four,medium,medium,good
low,medium,5_or_more,four,medium,high,very_good
low,medium,5_or_more,four,large,low,unacceptable
low,medium,5_or_more,four,large,medium,good
low,medium,5_or_more,four,large,high,very_good
low,medium,5_or_more,5_or_more,small,low,unacceptable
low,medium,5_or_more,5_or_more,small,medium,acceptable
low,medium,5_or_more,5_or_more,small,high,good
low,medium,5_or_more,5_or_more,medium,low,unacceptable
low,medium,5_or_more,5_or_more,medium,medium,good
low,medium,5_or_more,5_or_more,medium,high,very_good
low,medium,5_or_more,5_or_more,large,low,unacceptable
low,medium,5_or_more,5_or_more,large,medium,good
low,medium,5_or_more,5_or_more,large,high,very_good
low,low,two,two,small,low,unacceptable
low,low,two,two,small,medium,unacceptable
low,low,two,two,small,high,unacceptable
low,low,two,two,medium,low,unacceptable
low,low,two,two,medium,medium,unacceptable
low,low,two,two,medium,high,unacceptable
low,low,two,two,large,low,unacceptable
low,low,two,two,large,medium,unacceptable
low,low,two,two,large,high,unacceptable
low,low,two,four,small,low,unacceptable
low,low,two,four,small,medium,acceptable
low,low,two,four,small,high,good
low,low,two,four,medium,low,unacceptable
low,low,two,four,medium,medium,acceptable
low,low,two,four,medium,high,good
low,low,two,four,large,low,unacceptable
low,low,two,four,large,medium,good
low,low,two,four,large,high,very_good
low,low,two,5_or_more,small,low,unacceptable
low,low,two,5_or_more,small,medium,unacceptable
low,low,two,5_or_more,small,high,unacceptable
low,low,two,5_or_more,medium,low,unacceptable
low,low,two,5_or_more,medium,medium,acceptable
low,low,two,5_or_more,medium,high,good
low,low,two,5_or_more,large,low,unacceptable
low,low,two,5_or_more,large,medium,good
low,low,two,5_or_more,large,high,very_good
low,low,three,two,small,low,unacceptable
low,low,three,two,small,medium,unacceptable
low,low,three,two,small,high,unacceptable
low,low,three,two,medium,low,unacceptable
low,low,three,two,medium,medium,unacceptable
low,low,three,two,medium,high,unacceptable
low,low,three,two,large,low,unacceptable
low,low,three,two,large,medium,unacceptable
low,low,three,two,large,high,unacceptable
low,low,three,four,small,low,unacceptable
low,low,three,four,small,medium,acceptable
low,low,three,four,small,high,good
low,low,three,four,medium,low,unacceptable
low,low,three,four,medium,medium,acceptable
low,low,three,four,medium,high,good
low,low,three,four,large,low,unacceptable
low,low,three,four,large,medium,good
low,low,three,four,large,high,very_good
low,low,three,5_or_more,small,low,unacceptable
low,low,three,5_or_more,small,medium,acceptable
low,low,three,5_or_more,small,high,good
low,low,three,5_or_more,medium,low,unacceptable
low,low,three,5_or_more,medium,medium,good
low,low,three,5_or_more,medium,high,very_good
low,low,three,5_or_more,large,low,unacceptable
low,low,three,5_or_more,large,medium,good
low,low,three,5_or_more,large,high,very_good
low,low,four,two,small,low,unacceptable
low,low,four,two,small,medium,unacceptable
low,low,four,two,small,high,unacceptable
low,low,four,two,medium,low,unacceptable
low,low,four,two,medium,medium,unacceptable
low,low,four,two,medium,high,unacceptable
low,low,four,two,large,low,unacceptable
low,low,four,two,large,medium,unacceptable
low,low,four,two,large,high,unacceptable
low,low,four,four,small,low,unacceptable
low,low,four,four,small,medium,acceptable
low,low,four,four,small,high,good
low,low,four,four,medium,low,unacceptable
low,low,four,four,medium,medium,good
low,low,four,four,medium,high,very_good
low,low,four,four,large,low,unacceptable
low,low,four,four,large,medium,good
low,low,four,four,large,high,very_good
low,low,four,5_or_more,small,low,unacceptable
low,low,four,5_or_more,small,medium,acceptable
low,low,four,5_or_more,small,high,good
low,low,four,5_or_more,medium,low,unacceptable
low,low,four,5_or_more,medium,medium,good
low,low,four,5_or_more,medium,high,very_good
low,low,four,5_or_more,large,low,unacceptable
low,low,four,5_or_more,large,medium,good
low,low,four,5_or_more,large,high,very_good
low,low,5_or_more,two,small,low,unacceptable
low,low,5_or_more,two,small,medium,unacceptable
low,low,5_or_more,two,small,high,unacceptable
low,low,5_or_more,two,medium,low,unacceptable
low,low,5_or_more,two,medium,medium,unacceptable
low,low,5_or_more,two,medium,high,unacceptable
low,low,5_or_more,two,large,low,unacceptable
low,low,5_or_more,two,large,medium,unacceptable
low,low,5_or_more,two,large,high,unacceptable
low,low,5_or_more,four,small,low,unacceptable
low,low,5_or_more,four,small,medium,acceptable
low,low,5_or_more,four,small,high,good
low,low,5_or_more,four,medium,low,unacceptable
low,low,5_or_more,four,medium,medium,good
low,low,5_or_more,four,medium,high,very_good
low,low,5_or_more,four,large,low,unacceptable
low,low,5_or_more,four,large,medium,good
low,low,5_or_more,four,large,high,very_good
low,low,5_or_more,5_or_more,small,low,unacceptable
low,low,5_or_more,5_or_more,small,medium,acceptable
low,low,5_or_more,5_or_more,small,high,good
low,low,5_or_more,5_or_more,medium,low,unacceptable
low,low,5_or_more,5_or_more,medium,medium,good
low,low,5_or_more,5_or_more,medium,high,very_good
low,low,5_or_more,5_or_more,large,low,unacceptable
low,low,5_or_more,5_or_more,large,medium,good
low,low,5_or_more,5_or_more,large,high,very_good
